time,node,protocol,latency_ms,jitter_ms,packet_status,collision,distance_m,snr_db,deadline_500ms,deadline_1000ms,num_nodes,farm_radius
205,41,LoRaWAN,293.833,67.4132,DELIVERED,0,62,64.0198,1,1,50,500
210,42,LoRaWAN,254.302,39.5303,DELIVERED,0,207,48.4581,1,1,50,500
215,43,LoRaWAN,210.689,43.6138,DELIVERED,0,146,52.9805,1,1,50,500
220,44,LoRaWAN,186.555,24.1337,DELIVERED,0,43,68.6964,1,1,50,500
225,45,LoRaWAN,304.568,118.013,DELIVERED,0,279,44.5853,1,1,50,500
230,46,LoRaWAN,270.278,34.2902,DELIVERED,0,193,49.3659,1,1,50,500
235,47,LoRaWAN,200.984,69.2941,DELIVERED,0,400,39.9057,1,1,50,500
240,48,LoRaWAN,185.897,15.0869,DELIVERED,0,331,42.3659,1,1,50,500
245,49,LoRaWAN,237.785,51.8877,DELIVERED,0,470,37.8094,1,1,50,500
250,0,LoRaWAN,216.328,21.4565,DELIVERED,0,134,54.09,1,1,50,500
255,1,LoRaWAN,206.294,10.0344,DELIVERED,0,319,42.8455,1,1,50,500
260,2,LoRaWAN,256.921,50.6274,DELIVERED,0,306,43.3858,1,1,50,500
265,3,LoRaWAN,258.67,1.74882,DELIVERED,0,472,37.7542,1,1,50,500
270,4,LoRaWAN,293.675,35.0051,DELIVERED,0,186,49.8448,1,1,50,500
275,5,LoRaWAN,233.488,60.1879,DELIVERED,0,64,63.6126,1,1,50,500
280,6,LoRaWAN,136.752,96.736,DELIVERED,0,218,47.7867,1,1,50,500
285,7,LoRaWAN,155.43,18.6783,DELIVERED,0,108,56.8772,1,1,50,500
290,8,LoRaWAN,160.207,4.77749,DELIVERED,0,196,49.166,1,1,50,500
295,9,LoRaWAN,238.727,78.52,DELIVERED,0,497,37.0831,1,1,50,500
300,10,LoRaWAN,217.534,21.1937,DELIVERED,0,77,61.2372,1,1,50,500
305,11,LoRaWAN,283.866,66.3327,DELIVERED,0,123,55.1973,1,1,50,500
310,12,LoRaWAN,313.439,29.5729,DELIVERED,0,194,49.299,1,1,50,500
315,13,LoRaWAN,193.351,120.088,DELIVERED,0,40,69.6165,1,1,50,500
320,14,LoRaWAN,279.725,86.3741,DELIVERED,0,124,55.0927,1,1,50,500
325,15,LoRaWAN,265.29,14.4353,DELIVERED,0,73,61.923,1,1,50,500
330,16,LoRaWAN,166.839,98.4502,DELIVERED,0,191,49.501,1,1,50,500
335,17,LoRaWAN,137.092,29.7476,DELIVERED,0,453,38.2883,1,1,50,500
340,18,LoRaWAN,172.069,34.9774,DELIVERED,0,459,38.1173,1,1,50,500
345,19,LoRaWAN,228.32,56.2508,DELIVERED,0,357,41.3835,1,1,50,500
350,20,LoRaWAN,226.007,2.31259,DELIVERED,0,380,40.5723,1,1,50,500
355,21,LoRaWAN,150.358,75.6497,DELIVERED,0,169,51.0865,1,1,50,500
360,22,LoRaWAN,280.741,130.384,DELIVERED,0,495,37.1355,1,1,50,500
365,23,LoRaWAN,129.782,150.96,DELIVERED,0,46,67.8371,1,1,50,500
370,24,LoRaWAN,192.125,62.3437,DELIVERED,0,489,37.2941,1,1,50,500
375,25,LoRaWAN,290.275,98.1497,DELIVERED,0,229,47.1482,1,1,50,500
380,26,LoRaWAN,294.121,3.84579,DELIVERED,0,71,62.28,1,1,50,500
385,27,LoRaWAN,162.733,131.388,DELIVERED,0,431,38.9355,1,1,50,500
390,28,LoRaWAN,274.84,112.107,DELIVERED,0,470,37.8094,1,1,50,500
395,29,LoRaWAN,229.963,44.877,DELIVERED,0,174,50.7089,1,1,50,500
400,30,LoRaWAN,233.188,3.22506,DELIVERED,0,430,38.9657,1,1,50,500
405,31,LoRaWAN,203.053,30.1351,DELIVERED,0,87,59.6655,1,1,50,500
410,32,LoRaWAN,207.766,4.71286,DELIVERED,0,433,38.8753,1,1,50,500
415,33,LoRaWAN,137.998,69.7687,DELIVERED,0,416,39.3959,1,1,50,500
420,34,LoRaWAN,130.268,7.72943,DELIVERED,0,60,64.4401,1,1,50,500
425,35,LoRaWAN,309.212,178.944,DELIVERED,0,210,48.2715,1,1,50,500
430,36,LoRaWAN,129.176,180.036,DELIVERED,0,401,39.8732,1,1,50,500
435,37,LoRaWAN,179.943,50.7664,DELIVERED,0,63,63.8146,1,1,50,500
440,38,LoRaWAN,208.655,28.7129,DELIVERED,0,153,52.3744,1,1,50,500
445,39,LoRaWAN,241.926,33.2705,DELIVERED,0,436,38.7856,1,1,50,500
450,40,LoRaWAN,207.356,34.5696,DELIVERED,0,448,38.4326,1,1,50,500
455,41,LoRaWAN,215.541,8.18493,DELIVERED,0,15,81.8764,1,1,50,500
460,42,LoRaWAN,208.56,6.98105,DELIVERED,0,149,52.7173,1,1,50,500
465,43,LoRaWAN,120.069,88.4911,DELIVERED,0,330,42.4052,1,1,50,500
470,44,LoRaWAN,302.292,182.223,DELIVERED,0,91,59.0864,1,1,50,500
475,45,LoRaWAN,256.951,45.341,DELIVERED,0,358,41.3472,1,1,50,500
480,46,LoRaWAN,303.45,46.4994,DELIVERED,0,486,37.3741,1,1,50,500
485,47,LoRaWAN,296.541,6.90889,DELIVERED,0,481,37.5086,1,1,50,500
490,48,LoRaWAN,167.62,128.921,DELIVERED,0,91,59.0864,1,1,50,500
495,49,LoRaWAN,174.928,7.30712,DELIVERED,0,447,38.4617,1,1,50,500
500,0,LoRaWAN,135.37,39.5578,DELIVERED,0,278,44.6319,1,1,50,500
505,1,LoRaWAN,270.837,135.467,DELIVERED,0,221,47.6094,1,1,50,500
510,2,LoRaWAN,242.03,28.8075,DELIVERED,0,80,60.7454,1,1,50,500
515,3,LoRaWAN,175.109,66.9208,DELIVERED,0,66,63.2178,1,1,50,500
520,4,LoRaWAN,155.802,19.3065,DELIVERED,0,239,46.5937,1,1,50,500
525,5,LoRaWAN,117.875,37.9277,DELIVERED,0,269,45.0591,1,1,50,500
530,6,LoRaWAN,177.363,59.4884,DELIVERED,0,140,53.5234,1,1,50,500
535,7,LoRaWAN,286.971,109.608,DELIVERED,0,416,39.3959,1,1,50,500
540,8,LoRaWAN,209.478,77.4938,DELIVERED,0,84,60.1174,1,1,50,500
545,9,LoRaWAN,231.543,22.0652,DELIVERED,0,401,39.8732,1,1,50,500
550,10,LoRaWAN,255.574,24.0307,DELIVERED,0,58,64.8744,1,1,50,500
555,11,LoRaWAN,287.868,32.2946,DELIVERED,0,319,42.8455,1,1,50,500
560,12,LoRaWAN,311.194,23.3258,DELIVERED,0,184,49.9848,1,1,50,500
565,13,LoRaWAN,308.039,3.15528,DELIVERED,0,5,94.6555,1,1,50,500
570,14,LoRaWAN,227.066,80.9725,DELIVERED,0,422,39.2098,1,1,50,500
575,15,LoRaWAN,263.798,36.7322,DELIVERED,0,254,45.8038,1,1,50,500
580,16,LoRaWAN,282.073,18.275,DELIVERED,0,132,54.2845,1,1,50,500
585,17,LoRaWAN,147.851,134.222,DELIVERED,0,439,38.6964,1,1,50,500
590,18,LoRaWAN,302.101,154.25,DELIVERED,0,416,39.3959,1,1,50,500
595,19,LoRaWAN,158.162,143.939,DELIVERED,0,426,39.0872,1,1,50,500
600,20,LoRaWAN,189.038,30.8755,DELIVERED,0,350,41.6408,1,1,50,500
605,21,LoRaWAN,145.148,43.8897,DELIVERED,0,215,47.9664,1,1,50,500
610,22,LoRaWAN,259.394,114.246,DELIVERED,0,450,38.3747,1,1,50,500
615,23,LoRaWAN,207.274,52.12,DELIVERED,0,404,39.7763,1,1,50,500
620,24,LoRaWAN,300.497,93.2234,DELIVERED,0,190,49.569,1,1,50,500
625,25,LoRaWAN,148.708,151.789,DELIVERED,0,448,38.4326,1,1,50,500
630,26,LoRaWAN,134.826,13.8812,DELIVERED,0,285,44.309,1,1,50,500
635,27,LoRaWAN,174.243,39.4171,DELIVERED,0,197,49.1,1,1,50,500
640,28,LoRaWAN,261.453,87.2093,DELIVERED,0,392,40.1682,1,1,50,500
645,29,LoRaWAN,162.586,98.8664,DELIVERED,0,471,37.7817,1,1,50,500
650,30,LoRaWAN,255.292,92.7053,DELIVERED,0,62,64.0198,1,1,50,500
655,31,LoRaWAN,223.795,31.4968,DELIVERED,0,478,37.5899,1,1,50,500
660,32,LoRaWAN,127.394,96.4007,DELIVERED,0,491,37.241,1,1,50,500
665,33,LoRaWAN,250.932,123.537,DELIVERED,0,462,38.0326,1,1,50,500
670,34,LoRaWAN,236.654,14.2774,DELIVERED,0,214,48.0268,1,1,50,500
675,35,LoRaWAN,273.134,36.4796,DELIVERED,0,318,42.8863,1,1,50,500
680,36,LoRaWAN,247.065,26.0682,DELIVERED,0,252,45.9064,1,1,50,500
685,37,LoRaWAN,198.795,48.2709,DELIVERED,0,320,42.8048,1,1,50,500
690,38,LoRaWAN,264.953,66.158,DELIVERED,0,84,60.1174,1,1,50,500
695,39,LoRaWAN,165.563,99.39,DELIVERED,0,64,63.6126,1,1,50,500
700,40,LoRaWAN,223.635,58.0726,DELIVERED,0,62,64.0198,1,1,50,500
705,41,LoRaWAN,302.783,79.1474,DELIVERED,0,24,76.0618,1,1,50,500
710,42,LoRaWAN,165.887,136.896,DELIVERED,0,91,59.0864,1,1,50,500
715,43,LoRaWAN,122.041,43.8459,DELIVERED,0,409,39.6165,1,1,50,500
720,44,LoRaWAN,214.753,92.7121,DELIVERED,0,13,83.6162,1,1,50,500
725,45,LoRaWAN,294.048,79.2951,DELIVERED,0,27,74.5853,1,1,50,500
730,46,LoRaWAN,170.524,123.524,DELIVERED,0,371,40.8837,1,1,50,500
735,47,LoRaWAN,163.058,7.4659,DELIVERED,0,377,40.6752,1,1,50,500
740,48,LoRaWAN,278.059,115.001,DELIVERED,0,187,49.7753,1,1,50,500
745,49,LoRaWAN,317.573,39.5134,DELIVERED,0,263,45.3519,1,1,50,500
750,0,LoRaWAN,205.128,112.445,DELIVERED,0,252,45.9064,1,1,50,500
755,1,LoRaWAN,153.289,51.8392,DELIVERED,0,317,42.9272,1,1,50,500
760,2,LoRaWAN,284.086,130.798,DELIVERED,0,172,50.8586,1,1,50,500
765,3,LoRaWAN,137.657,146.43,DELIVERED,0,297,43.7735,1,1,50,500
770,4,LoRaWAN,165.82,28.1632,DELIVERED,0,382,40.504,1,1,50,500
775,5,LoRaWAN,173.788,7.96843,DELIVERED,0,271,44.9629,1,1,50,500
780,6,LoRaWAN,298,124.212,DELIVERED,0,272,44.9151,1,1,50,500
785,7,LoRaWAN,302.652,4.65196,DELIVERED,0,387,40.335,1,1,50,500
790,8,LoRaWAN,172.277,130.375,DELIVERED,0,491,37.241,1,1,50,500
795,9,LoRaWAN,182.243,9.96557,DELIVERED,0,161,51.7145,1,1,50,500
800,10,LoRaWAN,296.365,114.122,DELIVERED,0,333,42.2876,1,1,50,500
805,11,LoRaWAN,271.379,24.9858,DELIVERED,0,130,54.4819,1,1,50,500
810,12,LoRaWAN,119.058,152.321,DELIVERED,0,3,99.9382,1,1,50,500
815,13,LoRaWAN,298.318,179.26,DELIVERED,0,150,52.6307,1,1,50,500
820,14,LoRaWAN,137.305,161.013,DELIVERED,0,463,38.0045,1,1,50,500
825,15,LoRaWAN,223.566,86.2608,DELIVERED,0,55,65.5544,1,1,50,500
830,16,LoRaWAN,189.414,34.1515,DELIVERED,0,191,49.501,1,1,50,500
835,17,LoRaWAN,264.863,75.4489,DELIVERED,0,354,41.4931,1,1,50,500
840,18,LoRaWAN,159.34,105.523,DELIVERED,0,495,37.1355,1,1,50,500
845,19,LoRaWAN,138.358,20.9828,DELIVERED,0,450,38.3747,1,1,50,500
850,20,LoRaWAN,254.895,116.537,DELIVERED,0,468,37.8648,1,1,50,500
855,21,LoRaWAN,258.121,3.22598,DELIVERED,0,7,90.9073,1,1,50,500
860,22,LoRaWAN,219.205,38.9159,DELIVERED,0,317,42.9272,1,1,50,500
865,23,LoRaWAN,252.645,33.4397,DELIVERED,0,155,52.2063,1,1,50,500
870,24,LoRaWAN,122.939,129.706,DELIVERED,0,439,38.6964,1,1,50,500
875,25,LoRaWAN,185.159,62.2197,DELIVERED,0,167,51.2407,1,1,50,500
880,26,LoRaWAN,176.183,8.97572,DELIVERED,0,356,41.42,1,1,50,500
885,27,LoRaWAN,293.357,117.173,DELIVERED,0,402,39.8408,1,1,50,500
890,28,LoRaWAN,206.121,87.2356,DELIVERED,0,294,43.9053,1,1,50,500
895,29,LoRaWAN,282.594,76.4732,DELIVERED,0,315,43.0094,1,1,50,500
900,30,LoRaWAN,318.674,36.0797,DELIVERED,0,226,47.3192,1,1,50,500
905,31,LoRaWAN,281.037,37.6365,DELIVERED,0,219,47.7273,1,1,50,500
910,32,LoRaWAN,214.712,66.325,DELIVERED,0,273,44.8675,1,1,50,500
915,33,LoRaWAN,124.897,89.8147,DELIVERED,0,484,37.4277,1,1,50,500
920,34,LoRaWAN,175.511,50.6139,DELIVERED,0,124,55.0927,1,1,50,500
925,35,LoRaWAN,283.08,107.569,DELIVERED,0,301,43.5998,1,1,50,500
930,36,LoRaWAN,284.086,1.00591,DELIVERED,0,288,44.1731,1,1,50,500
935,37,LoRaWAN,195.697,88.3888,DELIVERED,0,173,50.7835,1,1,50,500
940,38,LoRaWAN,160.555,35.1427,DELIVERED,0,58,64.8744,1,1,50,500
945,39,LoRaWAN,180.32,19.7654,DELIVERED,0,332,42.3267,1,1,50,500
950,40,LoRaWAN,313.456,133.136,DELIVERED,0,415,39.4272,1,1,50,500
955,41,LoRaWAN,285.088,28.368,DELIVERED,0,49,67.0309,1,1,50,500
960,42,LoRaWAN,180.354,104.733,DELIVERED,0,468,37.8648,1,1,50,500
965,43,LoRaWAN,186.104,5.74933,DELIVERED,0,469,37.8371,1,1,50,500
970,44,LoRaWAN,175.53,10.5739,DELIVERED,0,23,76.5937,1,1,50,500
975,45,LoRaWAN,158.796,16.7336,DELIVERED,0,102,57.6149,1,1,50,500
980,46,LoRaWAN,147.491,11.305,DELIVERED,0,492,37.2146,1,1,50,500
985,47,LoRaWAN,118.605,28.8866,DELIVERED,0,195,49.2323,1,1,50,500
990,48,LoRaWAN,178.748,60.1434,DELIVERED,0,34,71.678,1,1,50,500
995,49,LoRaWAN,262.941,84.1932,DELIVERED,0,489,37.2941,1,1,50,500
1000,0,LoRaWAN,144.791,118.15,DELIVERED,0,161,51.7145,1,1,50,500
1005,1,LoRaWAN,291.653,146.863,DELIVERED,0,149,52.7173,1,1,50,500
1010,2,LoRaWAN,222.754,68.8997,DELIVERED,0,217,47.8463,1,1,50,500
1015,3,LoRaWAN,125.302,97.452,DELIVERED,0,169,51.0865,1,1,50,500
1020,4,LoRaWAN,299.088,173.787,DELIVERED,0,161,51.7145,1,1,50,500
1025,5,LoRaWAN,253.14,45.9483,DELIVERED,0,153,52.3744,1,1,50,500
1030,6,LoRaWAN,203.532,49.6085,DELIVERED,0,330,42.4052,1,1,50,500
1035,7,LoRaWAN,168.053,35.479,DELIVERED,0,383,40.4701,1,1,50,500
1040,8,LoRaWAN,195.324,27.2712,DELIVERED,0,37,70.6065,1,1,50,500
1045,9,LoRaWAN,275.541,80.217,DELIVERED,0,104,57.3643,1,1,50,500
1050,10,LoRaWAN,129.155,146.386,DELIVERED,0,487,37.3474,1,1,50,500
1055,11,LoRaWAN,218.597,89.4418,DELIVERED,0,141,53.4313,1,1,50,500
1060,12,LoRaWAN,108.946,109.651,DELIVERED,0,484,37.4277,1,1,50,500
1065,13,LoRaWAN,283.359,174.413,DELIVERED,0,281,44.4925,1,1,50,500
1070,14,LoRaWAN,293.6,10.2409,DELIVERED,0,493,37.1882,1,1,50,500
1075,15,LoRaWAN,235.875,57.7248,DELIVERED,0,373,40.8139,1,1,50,500
1080,16,LoRaWAN,190.325,45.55,DELIVERED,0,314,43.0507,1,1,50,500
1085,17,LoRaWAN,232.405,42.0805,DELIVERED,0,146,52.9805,1,1,50,500
1090,18,LoRaWAN,239.962,7.55646,DELIVERED,0,225,47.3767,1,1,50,500
1095,19,LoRaWAN,139.908,100.054,DELIVERED,0,222,47.5509,1,1,50,500
1100,20,LoRaWAN,307.219,167.311,DELIVERED,0,455,38.2311,1,1,50,500
1105,21,LoRaWAN,233.196,74.0233,DELIVERED,0,338,42.094,1,1,50,500
1110,22,LoRaWAN,178.257,54.9385,DELIVERED,0,124,55.0927,1,1,50,500
1115,23,LoRaWAN,198.666,20.4086,DELIVERED,0,438,38.7261,1,1,50,500
1120,24,LoRaWAN,109.736,88.9296,DELIVERED,0,436,38.7856,1,1,50,500
1125,25,LoRaWAN,188.27,78.5334,DELIVERED,0,14,82.7173,1,1,50,500
1130,26,LoRaWAN,227.434,39.1645,DELIVERED,0,88,59.5183,1,1,50,500
1135,27,LoRaWAN,174.315,53.1197,DELIVERED,0,43,68.6964,1,1,50,500
1140,28,LoRaWAN,299.195,124.88,DELIVERED,0,233,46.9235,1,1,50,500
1145,29,LoRaWAN,284.786,14.4085,DELIVERED,0,467,37.8926,1,1,50,500
1150,30,LoRaWAN,121.751,163.036,DELIVERED,0,449,38.4036,1,1,50,500
1155,31,LoRaWAN,127.021,5.26996,DELIVERED,0,160,51.7952,1,1,50,500
1160,32,LoRaWAN,224.652,97.6312,DELIVERED,0,102,57.6149,1,1,50,500
1165,33,LoRaWAN,142.172,82.4798,DELIVERED,0,160,51.7952,1,1,50,500
1170,34,LoRaWAN,182.297,40.1244,DELIVERED,0,317,42.9272,1,1,50,500
1175,35,LoRaWAN,295.235,112.938,DELIVERED,0,96,58.3968,1,1,50,500
1180,36,LoRaWAN,180.988,114.247,DELIVERED,0,230,47.0916,1,1,50,500
1185,37,LoRaWAN,257.705,76.7177,DELIVERED,0,136,53.8984,1,1,50,500
1190,38,LoRaWAN,295.022,37.3171,DELIVERED,0,346,41.7901,1,1,50,500
1195,39,LoRaWAN,245.812,49.2101,DELIVERED,0,12,84.5817,1,1,50,500
1200,40,LoRaWAN,306.283,60.4711,DELIVERED,0,458,38.1456,1,1,50,500
1205,41,LoRaWAN,181.173,125.11,DELIVERED,0,427,39.0567,1,1,50,500
1210,42,LoRaWAN,185.368,4.19459,DELIVERED,0,35,71.3109,1,1,50,500
1215,43,LoRaWAN,201.291,15.9232,DELIVERED,0,215,47.9664,1,1,50,500
1220,44,LoRaWAN,206.258,4.96655,DELIVERED,0,452,38.3171,1,1,50,500
1225,45,LoRaWAN,134.164,72.0933,DELIVERED,0,95,58.5319,1,1,50,500
1230,46,LoRaWAN,223.998,89.8332,DELIVERED,0,324,42.6435,1,1,50,500
1235,47,LoRaWAN,213.427,10.5706,DELIVERED,0,369,40.9539,1,1,50,500
1240,48,LoRaWAN,266.338,52.9112,DELIVERED,0,154,52.29,1,1,50,500
1245,49,LoRaWAN,209.772,56.5668,DELIVERED,0,429,38.9959,1,1,50,500
1250,0,LoRaWAN,305.596,95.8241,DELIVERED,0,382,40.504,1,1,50,500
1255,1,LoRaWAN,111.451,194.145,DELIVERED,0,329,42.4446,1,1,50,500
1260,2,LoRaWAN,182.955,71.5048,DELIVERED,0,153,52.3744,1,1,50,500
1265,3,LoRaWAN,201.518,18.5622,DELIVERED,0,325,42.6035,1,1,50,500
1270,4,LoRaWAN,184.96,16.5577,DELIVERED,0,346,41.7901,1,1,50,500
1275,5,LoRaWAN,308.037,123.077,DELIVERED,0,192,49.4333,1,1,50,500
1280,6,LoRaWAN,259.411,48.6261,DELIVERED,0,81,60.5856,1,1,50,500
1285,7,LoRaWAN,148.229,111.182,DELIVERED,0,303,43.5138,1,1,50,500
1290,8,LoRaWAN,221.678,73.4488,DELIVERED,0,223,47.4926,1,1,50,500
1295,9,LoRaWAN,163.801,57.8769,DELIVERED,0,90,59.2288,1,1,50,500
1300,10,LoRaWAN,168.049,4.24856,DELIVERED,0,66,63.2178,1,1,50,500
1305,11,LoRaWAN,159.307,8.74253,DELIVERED,0,466,37.9205,1,1,50,500
1310,12,LoRaWAN,136.242,23.0649,DELIVERED,0,212,48.1486,1,1,50,500
1315,13,LoRaWAN,282.307,146.065,DELIVERED,0,404,39.7763,1,1,50,500
1320,14,LoRaWAN,230.76,51.5475,DELIVERED,0,338,42.094,1,1,50,500
1325,15,LoRaWAN,282.545,51.7858,DELIVERED,0,493,37.1882,1,1,50,500
1330,16,LoRaWAN,193.315,89.2305,DELIVERED,0,118,55.7336,1,1,50,500
1335,17,LoRaWAN,202.786,9.47088,DELIVERED,0,25,75.5508,1,1,50,500
1340,18,LoRaWAN,272.377,69.5911,DELIVERED,0,343,41.9032,1,1,50,500
1345,19,LoRaWAN,234.597,37.7796,DELIVERED,0,407,39.6802,1,1,50,500
1350,20,LoRaWAN,203.416,31.1818,DELIVERED,0,158,51.9581,1,1,50,500
1355,21,LoRaWAN,252.291,48.8751,DELIVERED,0,450,38.3747,1,1,50,500
1360,22,LoRaWAN,140.79,111.5,DELIVERED,0,100,57.8704,1,1,50,500
1365,23,LoRaWAN,257.956,117.165,DELIVERED,0,192,49.4333,1,1,50,500
1370,24,LoRaWAN,111.68,146.275,DELIVERED,0,81,60.5856,1,1,50,500
1375,25,LoRaWAN,169.376,57.6958,DELIVERED,0,169,51.0865,1,1,50,500
1380,26,LoRaWAN,133.898,35.4779,DELIVERED,0,272,44.9151,1,1,50,500
1385,27,LoRaWAN,300.22,166.322,DELIVERED,0,215,47.9664,1,1,50,500
1390,28,LoRaWAN,178.787,121.433,DELIVERED,0,67,63.0247,1,1,50,500
1395,29,LoRaWAN,129.719,49.068,DELIVERED,0,290,44.0832,1,1,50,500
1400,30,LoRaWAN,290.315,160.596,DELIVERED,0,285,44.309,1,1,50,500
1405,31,LoRaWAN,108.495,181.82,DELIVERED,0,121,55.4092,1,1,50,500
1410,32,LoRaWAN,283.746,175.251,DELIVERED,0,339,42.0556,1,1,50,500
1415,33,LoRaWAN,246.905,36.8412,DELIVERED,0,292,43.994,1,1,50,500
1420,34,LoRaWAN,156.584,90.321,DELIVERED,0,215,47.9664,1,1,50,500
1425,35,LoRaWAN,240.752,84.1686,DELIVERED,0,39,69.9382,1,1,50,500
1430,36,LoRaWAN,165.812,74.9398,DELIVERED,0,312,43.1337,1,1,50,500
1435,37,LoRaWAN,187.024,21.2111,DELIVERED,0,239,46.5937,1,1,50,500
1440,38,LoRaWAN,293.816,106.792,DELIVERED,0,195,49.2323,1,1,50,500
1445,39,LoRaWAN,113.309,180.507,DELIVERED,0,36,70.9539,1,1,50,500
1450,40,LoRaWAN,205.345,92.0364,DELIVERED,0,85,59.965,1,1,50,500
1455,41,LoRaWAN,305.219,99.8733,DELIVERED,0,248,46.114,1,1,50,500
1460,42,LoRaWAN,160.678,144.541,DELIVERED,0,254,45.8038,1,1,50,500
1465,43,LoRaWAN,257.359,0,LOST,1,494,37.1618,1,1,50,500
1470,44,LoRaWAN,353.359,0,LOST,1,200,48.9041,1,1,50,500
1475,45,LoRaWAN,316.359,0,LOST,1,238,46.6481,1,1,50,500
1480,46,LoRaWAN,331.359,0,LOST,1,353,41.5299,1,1,50,500
1485,47,LoRaWAN,360.359,0,LOST,1,63,63.8146,1,1,50,500
1490,48,LoRaWAN,217.359,0,LOST,1,263,45.3519,1,1,50,500
1495,49,LoRaWAN,249.359,0,LOST,1,57,65.0972,1,1,50,500
1500,0,LoRaWAN,412.359,0,LOST,1,121,55.4092,1,1,50,500
1505,1,LoRaWAN,321.359,0,LOST,1,272,44.9151,1,1,50,500
1510,2,LoRaWAN,393.359,0,LOST,1,344,41.8654,1,1,50,500
1515,3,LoRaWAN,347.359,0,LOST,1,210,48.2715,1,1,50,500
1520,4,LoRaWAN,258.359,0,LOST,1,275,44.7727,1,1,50,500
1525,5,LoRaWAN,224.359,0,LOST,1,317,42.9272,1,1,50,500
1530,6,LoRaWAN,233.359,0,LOST,1,281,44.4925,1,1,50,500
1535,7,LoRaWAN,303.359,0,LOST,1,464,37.9764,1,1,50,500
1540,8,LoRaWAN,225.359,0,LOST,1,172,50.8586,1,1,50,500
1545,9,LoRaWAN,339.359,0,LOST,1,183,50.0555,1,1,50,500
1550,10,LoRaWAN,336.359,0,LOST,1,448,38.4326,1,1,50,500
1555,11,LoRaWAN,269.359,0,LOST,1,125,54.9889,1,1,50,500
1560,12,LoRaWAN,403.359,0,LOST,1,337,42.1325,1,1,50,500
1565,13,LoRaWAN,367.359,0,LOST,1,399,39.9382,1,1,50,500
1570,14,LoRaWAN,223.359,0,LOST,1,442,38.6079,1,1,50,500
1575,15,LoRaWAN,379.359,0,LOST,1,38,70.2681,1,1,50,500
1580,16,LoRaWAN,326.359,0,LOST,1,457,38.174,1,1,50,500
1585,17,LoRaWAN,316.359,0,LOST,1,370,40.9188,1,1,50,500
1590,18,LoRaWAN,247.359,0,LOST,1,41,69.3025,1,1,50,500
1595,19,LoRaWAN,283.359,0,LOST,1,34,71.678,1,1,50,500
1600,20,LoRaWAN,318.359,0,LOST,1,128,54.6823,1,1,50,500
1605,21,LoRaWAN,224.359,0,LOST,1,477,37.6172,1,1,50,500
1610,22,LoRaWAN,308.359,0,LOST,1,473,37.7266,1,1,50,500
1615,23,LoRaWAN,360.359,0,LOST,1,449,38.4036,1,1,50,500
1620,24,LoRaWAN,347.359,0,LOST,1,455,38.2311,1,1,50,500
1625,25,LoRaWAN,371.359,0,LOST,1,370,40.9188,1,1,50,500
1630,26,LoRaWAN,310.359,0,LOST,1,54,65.7891,1,1,50,500
1635,27,LoRaWAN,258.359,0,LOST,1,410,39.5847,1,1,50,500
1640,28,LoRaWAN,376.359,0,LOST,1,36,70.9539,1,1,50,500
1645,29,LoRaWAN,345.359,0,LOST,1,48,67.2941,1,1,50,500
1650,30,LoRaWAN,301.359,0,LOST,1,469,37.8371,1,1,50,500
1655,31,LoRaWAN,342.359,0,LOST,1,246,46.2191,1,1,50,500
1660,32,LoRaWAN,332.359,0,LOST,1,249,46.0618,1,1,50,500
1665,33,LoRaWAN,406.359,0,LOST,1,80,60.7454,1,1,50,500
1670,34,LoRaWAN,229.359,0,LOST,1,401,39.8732,1,1,50,500
1675,35,LoRaWAN,344.359,0,LOST,1,459,38.1173,1,1,50,500
1680,36,LoRaWAN,304.359,0,LOST,1,170,51.0101,1,1,50,500
1685,37,LoRaWAN,358.359,0,LOST,1,290,44.0832,1,1,50,500
1690,38,LoRaWAN,355.359,0,LOST,1,434,38.8453,1,1,50,500
1695,39,LoRaWAN,357.359,0,LOST,1,141,53.4313,1,1,50,500
1700,40,LoRaWAN,326.359,0,LOST,1,372,40.8487,1,1,50,500
1705,41,LoRaWAN,293.359,0,LOST,1,498,37.057,1,1,50,500
1710,42,LoRaWAN,275.359,0,LOST,1,358,41.3472,1,1,50,500
1715,43,LoRaWAN,361.359,0,LOST,1,374,40.7791,1,1,50,500
1720,44,LoRaWAN,237.359,0,LOST,1,421,39.2406,1,1,50,500
1725,45,LoRaWAN,405.359,0,LOST,1,429,38.9959,1,1,50,500
1730,46,LoRaWAN,290.359,0,LOST,1,360,41.2748,1,1,50,500
1735,47,LoRaWAN,225.359,0,LOST,1,169,51.0865,1,1,50,500
1740,48,LoRaWAN,265.359,0,LOST,1,292,43.994,1,1,50,500
1745,49,LoRaWAN,261.359,0,LOST,1,253,45.855,1,1,50,500
1750,0,LoRaWAN,379.359,0,LOST,1,216,47.9062,1,1,50,500
1755,1,LoRaWAN,301.359,0,LOST,1,427,39.0567,1,1,50,500
1760,2,LoRaWAN,233.359,0,LOST,1,353,41.5299,1,1,50,500
1765,3,LoRaWAN,355.359,0,LOST,1,382,40.504,1,1,50,500
1770,4,LoRaWAN,238.359,0,LOST,1,310,43.2172,1,1,50,500
1775,5,LoRaWAN,349.359,0,LOST,1,382,40.504,1,1,50,500
1780,6,LoRaWAN,347.359,0,LOST,1,386,40.3687,1,1,50,500
1785,7,LoRaWAN,411.359,0,LOST,1,165,51.3968,1,1,50,500
