time,node,protocol,latency_ms,jitter_ms,packet_status,collision,distance_m,snr_db,deadline_500ms,deadline_1000ms,num_nodes,farm_radius
80,7,NB-IoT,640.975,9.01167,DELIVERED,0,449.962,3.48726,0,1,10,500
80,8,NB-IoT,555.055,13.9945,DELIVERED,0,355.583,22.4247,0,1,10,500
80,9,NB-IoT,578.96,24.988,DELIVERED,0,352.44,12.9739,0,1,10,500
80,10,NB-IoT,631.215,8.99828,DELIVERED,0,439.822,13.5948,0,1,10,500
80,11,NB-IoT,613.869,0.00296394,DELIVERED,0,403.303,6.25083,0,1,10,500
80,12,NB-IoT,365.47,1.01022,DELIVERED,0,77.2055,41.6688,1,1,10,500
80,13,NB-IoT,496.234,6.99444,DELIVERED,0,274.851,26.9072,1,1,10,500
85,4,NB-IoT,425.776,18.009,DELIVERED,0,173.664,23.0033,1,1,10,500
85,5,NB-IoT,605.015,6.9955,DELIVERED,0,450.022,4.20466,0,1,10,500
85,6,NB-IoT,605.006,14.0011,DELIVERED,0,450.01,5.35666,0,1,10,500
85,7,NB-IoT,633.977,6.99765,DELIVERED,0,449.966,17.86,0,1,10,500
85,8,NB-IoT,567.048,11.9933,DELIVERED,0,355.573,21.6416,0,1,10,500
85,9,NB-IoT,570.96,7.99999,DELIVERED,0,352.44,18.4296,0,1,10,500
85,10,NB-IoT,631.215,0,DELIVERED,0,439.822,28.1847,0,1,10,500
85,11,NB-IoT,566.872,46.9966,DELIVERED,0,403.309,21.1329,0,1,10,500
85,12,NB-IoT,359.465,6.00561,DELIVERED,0,77.1971,46.5642,1,1,10,500
85,13,NB-IoT,516.227,19.9928,DELIVERED,0,274.84,13.8434,0,1,10,500
90,4,NB-IoT,433.782,8.00611,DELIVERED,0,173.673,25.7506,1,1,10,500
90,5,NB-IoT,603.014,2.00049,DELIVERED,0,450.022,17.9993,0,1,10,500
90,6,NB-IoT,644.002,38.9959,DELIVERED,0,450.003,13.3682,0,1,10,500
90,7,NB-IoT,635.977,2,DELIVERED,0,449.966,16.4054,0,1,10,500
90,8,NB-IoT,546.034,21.0144,DELIVERED,0,355.551,19.4867,0,1,10,500
90,9,NB-IoT,568.955,2.0049,DELIVERED,0,352.433,31.7954,0,1,10,500
90,10,NB-IoT,624.208,7.00645,DELIVERED,0,439.812,14.6966,0,1,10,500
90,11,NB-IoT,606.87,39.998,DELIVERED,0,403.306,17.7169,0,1,10,500
90,12,NB-IoT,375.467,16.0025,DELIVERED,0,77.2008,31.7336,1,1,10,500
90,13,NB-IoT,527.212,10.9853,DELIVERED,0,274.818,23.4064,0,1,10,500
95,4,NB-IoT,431.779,2.00365,DELIVERED,0,173.668,25.4002,1,1,10,500
95,5,NB-IoT,621.013,17.999,DELIVERED,0,450.02,18.1274,0,1,10,500
95,6,NB-IoT,602.008,41.9939,DELIVERED,0,450.013,15.7409,0,1,10,500
95,7,NB-IoT,639.973,3.99586,DELIVERED,0,449.959,15.8593,0,1,10,500
95,8,NB-IoT,550.027,3.99336,DELIVERED,0,355.541,14.1338,0,1,10,500
95,9,NB-IoT,574.953,5.99818,DELIVERED,0,352.43,24.4467,0,1,10,500
95,10,NB-IoT,617.205,7.00354,DELIVERED,0,439.807,9.44359,0,1,10,500
95,11,NB-IoT,591.867,15.0031,DELIVERED,0,403.301,24.625,0,1,10,500
95,12,NB-IoT,358.473,16.9938,DELIVERED,0,77.2101,33.4911,1,1,10,500
95,13,NB-IoT,507.216,19.9966,DELIVERED,0,274.823,29.0941,0,1,10,500
0,0,LoRaWAN,127.281,0,DELIVERED,0,257,45.6514,1,1,10,500
5,1,LoRaWAN,186.69,59.4095,DELIVERED,0,182,50.1265,1,1,10,500
10,2,LoRaWAN,148.004,38.6864,DELIVERED,0,222,47.5509,1,1,10,500
15,3,LoRaWAN,158.401,10.3969,DELIVERED,0,416,39.3959,1,1,10,500
20,4,LoRaWAN,303.756,145.355,DELIVERED,0,292,43.994,1,1,10,500
25,5,LoRaWAN,134.272,169.485,DELIVERED,0,426,39.0872,1,1,10,500
30,6,LoRaWAN,233.984,99.7123,DELIVERED,0,433,38.8753,1,1,10,500
35,7,LoRaWAN,125.249,108.735,DELIVERED,0,423,39.179,1,1,10,500
40,8,LoRaWAN,286.998,161.75,DELIVERED,0,90,59.2288,1,1,10,500
45,9,LoRaWAN,230.86,56.1381,DELIVERED,0,373,40.8139,1,1,10,500
50,0,LoRaWAN,157.688,73.1726,DELIVERED,0,287,44.2182,1,1,10,500
55,1,LoRaWAN,237.653,79.965,DELIVERED,0,240,46.5395,1,1,10,500
60,2,LoRaWAN,251.738,14.0852,DELIVERED,0,389,40.2681,1,1,10,500
65,3,LoRaWAN,251.331,0.407176,DELIVERED,0,368,40.9892,1,1,10,500
70,4,LoRaWAN,274.544,23.2138,DELIVERED,0,181,50.1979,1,1,10,500
75,5,LoRaWAN,183.907,90.6377,DELIVERED,0,394,40.1021,1,1,10,500
80,6,LoRaWAN,267.943,84.0369,DELIVERED,0,103,57.489,1,1,10,500
85,7,LoRaWAN,193.157,74.7861,DELIVERED,0,474,37.6992,1,1,10,500
90,8,LoRaWAN,150.378,42.7792,DELIVERED,0,448,38.4326,1,1,10,500
95,9,LoRaWAN,239.74,89.3616,DELIVERED,0,327,42.5238,1,1,10,500
100,0,LoRaWAN,251.331,11.5915,DELIVERED,0,45,68.1173,1,1,10,500
105,1,LoRaWAN,289.519,38.1875,DELIVERED,0,46,67.8371,1,1,10,500
110,2,LoRaWAN,263.33,26.1893,DELIVERED,0,434,38.8453,1,1,10,500
115,3,LoRaWAN,172.383,90.9468,DELIVERED,0,4,97.0309,1,1,10,500
120,4,LoRaWAN,183.135,10.7524,DELIVERED,0,274,44.82,1,1,10,500
125,5,LoRaWAN,230.772,47.6371,DELIVERED,0,476,37.6444,1,1,10,500
130,6,LoRaWAN,212.867,17.9053,DELIVERED,0,342,41.9412,1,1,10,500
135,7,LoRaWAN,217.155,4.28861,DELIVERED,0,104,57.3643,1,1,10,500
140,8,LoRaWAN,276.91,59.7546,DELIVERED,0,416,39.3959,1,1,10,500
145,9,LoRaWAN,242.333,34.5772,DELIVERED,0,391,40.2014,1,1,10,500
150,0,LoRaWAN,161.268,81.0645,DELIVERED,0,414,39.4586,1,1,10,500
155,1,LoRaWAN,136.813,24.4552,DELIVERED,0,234,46.868,1,1,10,500
160,2,LoRaWAN,139.348,2.53449,DELIVERED,0,112,56.4076,1,1,10,500
165,3,LoRaWAN,285.312,145.965,DELIVERED,0,217,47.8463,1,1,10,500
170,4,LoRaWAN,232.83,52.4819,DELIVERED,0,84,60.1174,1,1,10,500
175,5,LoRaWAN,111.753,121.077,DELIVERED,0,201,48.8395,1,1,10,500
180,6,LoRaWAN,249.88,138.128,DELIVERED,0,489,37.2941,1,1,10,500
185,7,LoRaWAN,169.742,80.1384,DELIVERED,0,157,52.0403,1,1,10,500
190,8,LoRaWAN,307.032,137.29,DELIVERED,0,141,53.4313,1,1,10,500
195,9,LoRaWAN,253.409,53.6231,DELIVERED,0,384,40.4362,1,1,10,500
200,0,LoRaWAN,280.207,26.7983,DELIVERED,0,445,38.52,1,1,10,500
205,1,LoRaWAN,238.72,41.4869,DELIVERED,0,356,41.42,1,1,10,500
210,2,LoRaWAN,128.148,110.572,DELIVERED,0,251,45.958,1,1,10,500
215,3,LoRaWAN,263.505,135.357,DELIVERED,0,129,54.5817,1,1,10,500
220,4,LoRaWAN,284.579,21.0739,DELIVERED,0,93,58.8062,1,1,10,500
225,5,LoRaWAN,251.23,33.3488,DELIVERED,0,385,40.4024,1,1,10,500
230,6,LoRaWAN,281.903,30.6724,DELIVERED,0,221,47.6094,1,1,10,500
235,7,LoRaWAN,170.065,111.838,DELIVERED,0,287,44.2182,1,1,10,500
240,8,LoRaWAN,207.932,37.8668,DELIVERED,0,271,44.9629,1,1,10,500
245,9,LoRaWAN,231.253,23.3213,DELIVERED,0,225,47.3767,1,1,10,500
250,0,LoRaWAN,251.015,19.7621,DELIVERED,0,390,40.2347,1,1,10,500
255,1,LoRaWAN,247.898,3.11688,DELIVERED,0,8,89.3727,1,1,10,500
260,2,LoRaWAN,319.597,71.6987,DELIVERED,0,155,52.2063,1,1,10,500
265,3,LoRaWAN,296.274,23.323,DELIVERED,0,298,43.7299,1,1,10,500
270,4,LoRaWAN,266.292,29.9821,DELIVERED,0,226,47.3192,1,1,10,500
275,5,LoRaWAN,168.507,97.7852,DELIVERED,0,395,40.0691,1,1,10,500
280,6,LoRaWAN,239.418,70.9118,DELIVERED,0,264,45.3026,1,1,10,500
285,7,LoRaWAN,188.383,51.035,DELIVERED,0,255,45.7528,1,1,10,500
290,8,LoRaWAN,285.554,97.1704,DELIVERED,0,109,56.7582,1,1,10,500
295,9,LoRaWAN,175.622,109.932,DELIVERED,0,440,38.6668,1,1,10,500
300,0,LoRaWAN,181.541,5.91934,DELIVERED,0,339,42.0556,1,1,10,500
305,1,LoRaWAN,112.558,68.9839,DELIVERED,0,317,42.9272,1,1,10,500
310,2,LoRaWAN,281.681,169.123,DELIVERED,0,94,58.6683,1,1,10,500
315,3,LoRaWAN,131.716,149.965,DELIVERED,0,401,39.8732,1,1,10,500
320,4,LoRaWAN,152.661,20.9449,DELIVERED,0,195,49.2323,1,1,10,500
325,5,LoRaWAN,295.141,142.48,DELIVERED,0,408,39.6483,1,1,10,500
330,6,LoRaWAN,266.226,28.9151,DELIVERED,0,290,44.0832,1,1,10,500
335,7,LoRaWAN,267.226,1.00041,DELIVERED,0,41,69.3025,1,1,10,500
340,8,LoRaWAN,211.541,55.6847,DELIVERED,0,377,40.6752,1,1,10,500
345,9,LoRaWAN,130.157,81.3841,DELIVERED,0,185,49.9146,1,1,10,500
350,0,LoRaWAN,194.314,64.1565,DELIVERED,0,311,43.1754,1,1,10,500
355,1,LoRaWAN,256.165,61.8513,DELIVERED,0,335,42.2098,1,1,10,500
360,2,LoRaWAN,254.086,2.07898,DELIVERED,0,464,37.9764,1,1,10,500
365,3,LoRaWAN,189.275,64.8108,DELIVERED,0,467,37.8926,1,1,10,500
370,4,LoRaWAN,269.897,80.6219,DELIVERED,0,244,46.325,1,1,10,500
375,5,LoRaWAN,203.053,66.8438,DELIVERED,0,173,50.7835,1,1,10,500
380,6,LoRaWAN,269.512,66.4587,DELIVERED,0,319,42.8455,1,1,10,500
385,7,LoRaWAN,195.697,73.8153,DELIVERED,0,272,44.9151,1,1,10,500
390,8,LoRaWAN,156.601,39.0955,DELIVERED,0,97,58.2632,1,1,10,500
395,9,LoRaWAN,250.343,93.7416,DELIVERED,0,434,38.8453,1,1,10,500
400,0,LoRaWAN,152.47,97.8725,DELIVERED,0,459,38.1173,1,1,10,500
405,1,LoRaWAN,277.721,125.25,DELIVERED,0,315,43.0094,1,1,10,500
410,2,LoRaWAN,173.53,104.191,DELIVERED,0,313,43.0921,1,1,10,500
415,3,LoRaWAN,175.32,1.78961,DELIVERED,0,370,40.9188,1,1,10,500
420,4,LoRaWAN,249.378,74.0587,DELIVERED,0,412,39.5215,1,1,10,500
425,5,LoRaWAN,135.873,113.505,DELIVERED,0,202,48.7751,1,1,10,500
430,6,LoRaWAN,304.629,168.756,DELIVERED,0,253,45.855,1,1,10,500
435,7,LoRaWAN,171.6,133.029,DELIVERED,0,408,39.6483,1,1,10,500
440,8,LoRaWAN,257.372,0,LOST,1,244,46.325,1,1,10,500
445,9,LoRaWAN,237.372,0,LOST,1,145,53.0694,1,1,10,500
0,4,NB-IoT,410.782,0,DELIVERED,0,173.673,29.6265,1,1,20,500
0,5,NB-IoT,624,0,DELIVERED,0,450,14.0806,0,1,20,500
0,6,NB-IoT,642,0,DELIVERED,0,450,16.2928,0,1,20,500
0,7,NB-IoT,600,0,DELIVERED,0,450,12.342,0,1,20,500
0,8,NB-IoT,558.064,0,DELIVERED,0,355.595,18.6467,0,1,20,500
0,9,NB-IoT,578.984,0,DELIVERED,0,352.476,21.5748,0,1,20,500
0,10,NB-IoT,634.188,0,DELIVERED,0,439.782,19.0648,0,1,20,500
0,11,NB-IoT,574.89,0,DELIVERED,0,403.335,18.1905,0,1,20,500
0,12,NB-IoT,384.516,0,DELIVERED,0,77.2739,43.8881,1,1,20,500
0,13,NB-IoT,492.268,0,DELIVERED,0,274.903,26.2127,1,1,20,500
0,14,NB-IoT,574.359,0,DELIVERED,0,350.038,15.2012,0,1,20,500
0,15,NB-IoT,612.785,0,DELIVERED,0,458.678,11.1714,0,1,20,500
0,16,NB-IoT,647.256,0,DELIVERED,0,448.884,18.4708,0,1,20,500
0,17,NB-IoT,609.457,0,DELIVERED,0,396.685,11.5946,0,1,20,500
0,18,NB-IoT,577.061,0,DELIVERED,0,390.092,16.6063,0,1,20,500
0,19,NB-IoT,565.945,0,DELIVERED,0,392.918,21.5535,0,1,20,500
0,20,NB-IoT,583.851,0,DELIVERED,0,421.276,5.94315,0,1,20,500
0,21,NB-IoT,635,0,DELIVERED,0,450,16.0718,0,1,20,500
0,22,NB-IoT,541.246,0,DELIVERED,0,364.87,22.1145,0,1,20,500
0,23,NB-IoT,522.022,0,DELIVERED,0,283.532,22.5859,0,1,20,500
5,4,NB-IoT,436.782,26,DELIVERED,0,173.673,22.8242,1,1,20,500
5,5,NB-IoT,601,23,DELIVERED,0,450,16.3752,0,1,20,500
5,6,NB-IoT,618.006,23.9942,DELIVERED,0,450.009,10.5993,0,1,20,500
5,7,NB-IoT,611.999,11.9986,DELIVERED,0,449.998,15.2093,0,1,20,500
5,8,NB-IoT,577.076,19.0124,DELIVERED,0,355.614,12.5935,0,1,20,500
5,9,NB-IoT,580,1.01603,DELIVERED,0,352.5,24.0876,0,1,20,500
5,10,NB-IoT,619.183,15.0056,DELIVERED,0,439.774,14.5431,0,1,20,500
5,11,NB-IoT,604.887,29.9972,DELIVERED,0,403.331,35.8943,0,1,20,500
5,12,NB-IoT,401.516,17,DELIVERED,0,77.2739,36.7443,1,1,20,500
5,13,NB-IoT,489.274,2.99412,DELIVERED,0,274.912,29.3761,1,1,20,500
5,14,NB-IoT,570.359,4,DELIVERED,0,350.038,29.8111,0,1,20,500
5,15,NB-IoT,600.785,12,DELIVERED,0,458.678,10.0067,0,1,20,500
5,16,NB-IoT,636.256,11,DELIVERED,0,448.884,6.90904,0,1,20,500
5,17,NB-IoT,605.445,4.01245,DELIVERED,0,396.667,18.0022,0,1,20,500
5,18,NB-IoT,595.061,18,DELIVERED,0,390.092,13.0221,0,1,20,500
5,19,NB-IoT,579.952,14.0064,DELIVERED,0,392.928,17.8929,0,1,20,500
5,20,NB-IoT,578.848,5.00215,DELIVERED,0,421.273,15.3093,0,1,20,500
5,21,NB-IoT,635.999,0.999135,DELIVERED,0,449.999,24.2715,0,1,20,500
5,22,NB-IoT,542.242,0.99598,DELIVERED,0,364.864,12.875,0,1,20,500
5,23,NB-IoT,525.036,3.01416,DELIVERED,0,283.553,22.5545,0,1,20,500
10,4,NB-IoT,458.771,21.9895,DELIVERED,0,173.657,43.6387,1,1,20,500
10,5,NB-IoT,616.006,15.0064,DELIVERED,0,450.01,19.0485,0,1,20,500
10,6,NB-IoT,629.016,11.0107,DELIVERED,0,450.025,16.4312,0,1,20,500
10,7,NB-IoT,607.998,4.00096,DELIVERED,0,449.996,18.1068,0,1,20,500
10,8,NB-IoT,554.075,23.0008,DELIVERED,0,355.613,11.3047,0,1,20,500
10,9,NB-IoT,574.02,5.98023,DELIVERED,0,352.53,24.9543,0,1,20,500
10,10,NB-IoT,609.183,9.99936,DELIVERED,0,439.775,10.0654,0,1,20,500
10,11,NB-IoT,579.893,24.9942,DELIVERED,0,403.339,17.1349,0,1,20,500
10,12,NB-IoT,367.521,33.9946,DELIVERED,0,77.2819,41.7188,1,1,20,500
10,13,NB-IoT,516.282,27.0076,DELIVERED,0,274.923,16.0529,0,1,20,500
10,14,NB-IoT,558.385,11.9733,DELIVERED,0,350.078,10.776,0,1,20,500
10,15,NB-IoT,644.793,44.0081,DELIVERED,0,458.69,16.5929,0,1,20,500
10,16,NB-IoT,632.26,3.99635,DELIVERED,0,448.89,5.2336,0,1,20,500
10,17,NB-IoT,600.441,5.0031,DELIVERED,0,396.662,19.361,0,1,20,500
10,18,NB-IoT,564.061,31.0003,DELIVERED,0,390.091,16.3776,0,1,20,500
10,19,NB-IoT,595.952,16,DELIVERED,0,392.928,21.2739,0,1,20,500
10,20,NB-IoT,622.848,44,DELIVERED,0,421.273,10.6511,0,1,20,500
10,21,NB-IoT,603.999,32,DELIVERED,0,449.999,11.8173,0,1,20,500
10,22,NB-IoT,568.242,26,DELIVERED,0,364.864,13.257,0,1,20,500
10,23,NB-IoT,511.039,13.9967,DELIVERED,0,283.558,29.8724,0,1,20,500
15,4,NB-IoT,465.775,7.0035,DELIVERED,0,173.662,23.6925,1,1,20,500
15,5,NB-IoT,622.004,5.99743,DELIVERED,0,450.006,12.61,0,1,20,500
15,6,NB-IoT,633.017,4.00052,DELIVERED,0,450.026,17.8433,0,1,20,500
15,7,NB-IoT,620.998,13,DELIVERED,0,449.996,12.1494,0,1,20,500
15,8,NB-IoT,537.074,17.0012,DELIVERED,0,355.611,16.2537,0,1,20,500
15,9,NB-IoT,569.02,5,DELIVERED,0,352.53,23.6309,0,1,20,500
15,10,NB-IoT,595.179,14.0047,DELIVERED,0,439.768,23.6254,0,1,20,500
15,11,NB-IoT,595.893,16,DELIVERED,0,403.339,26.5519,0,1,20,500
15,12,NB-IoT,388.525,21.004,DELIVERED,0,77.2878,42.7109,1,1,20,500
15,13,NB-IoT,496.269,20.0125,DELIVERED,0,274.904,30.0511,1,1,20,500
15,14,NB-IoT,536.385,22,DELIVERED,0,350.078,25.939,0,1,20,500
15,15,NB-IoT,615.793,29.0006,DELIVERED,0,458.689,13.5847,0,1,20,500
15,16,NB-IoT,631.257,1.00261,DELIVERED,0,448.886,15.0491,0,1,20,500
15,17,NB-IoT,567.441,33,DELIVERED,0,396.662,13.0629,0,1,20,500
15,18,NB-IoT,560.052,4.0085,DELIVERED,0,390.079,19.7804,0,1,20,500
15,19,NB-IoT,562.938,33.0134,DELIVERED,0,392.908,12.6672,0,1,20,500
15,20,NB-IoT,584.848,38.0002,DELIVERED,0,421.272,19.0009,0,1,20,500
15,21,NB-IoT,605.004,1.00495,DELIVERED,0,450.006,10.0651,0,1,20,500
15,22,NB-IoT,553.253,14.9895,DELIVERED,0,364.879,11.5168,0,1,20,500
15,23,NB-IoT,489.042,21.9972,DELIVERED,0,283.563,15.6033,1,1,20,500
20,4,NB-IoT,407.772,58.0029,DELIVERED,0,173.658,30.728,1,1,20,500
20,5,NB-IoT,603.002,19.0022,DELIVERED,0,450.002,19.9074,0,1,20,500
20,6,NB-IoT,605.013,28.0037,DELIVERED,0,450.02,11.4142,0,1,20,500
20,7,NB-IoT,598.999,21.9988,DELIVERED,0,449.998,16.0357,0,1,20,500
20,8,NB-IoT,578.075,41.0013,DELIVERED,0,355.613,21.7105,0,1,20,500
20,9,NB-IoT,564.998,4.02195,DELIVERED,0,352.497,12.215,0,1,20,500
20,10,NB-IoT,603.181,8.00241,DELIVERED,0,439.772,17.8198,0,1,20,500
20,11,NB-IoT,606.891,10.9981,DELIVERED,0,403.337,18.8007,0,1,20,500
20,12,NB-IoT,371.519,17.006,DELIVERED,0,77.2788,42.1812,1,1,20,500
20,13,NB-IoT,483.266,13.0035,DELIVERED,0,274.899,20.8157,1,1,20,500
20,14,NB-IoT,541.386,5.00085,DELIVERED,0,350.079,21.1765,0,1,20,500
20,15,NB-IoT,612.79,3.00314,DELIVERED,0,458.685,22.4567,0,1,20,500
20,16,NB-IoT,647.26,16.0026,DELIVERED,0,448.89,20.3277,0,1,20,500
20,17,NB-IoT,607.433,39.9919,DELIVERED,0,396.65,15.6503,0,1,20,500
20,18,NB-IoT,582.059,22.0068,DELIVERED,0,390.089,27.8802,0,1,20,500
20,19,NB-IoT,582.925,19.9868,DELIVERED,0,392.888,20.2427,0,1,20,500
20,20,NB-IoT,607.842,22.9938,DELIVERED,0,421.263,21.0324,0,1,20,500
20,21,NB-IoT,612.013,7.00847,DELIVERED,0,450.019,20.3796,0,1,20,500
20,22,NB-IoT,575.253,22.0005,DELIVERED,0,364.88,6.48734,0,1,20,500
20,23,NB-IoT,536.042,47,DELIVERED,0,283.563,30.805,0,1,20,500
25,4,NB-IoT,435.78,28.0078,DELIVERED,0,173.669,26.0252,1,1,20,500
25,5,NB-IoT,611.002,8,DELIVERED,0,450.002,8.78238,0,1,20,500
25,6,NB-IoT,633.011,27.9973,DELIVERED,0,450.016,16.8687,0,1,20,500
25,7,NB-IoT,617.988,18.9894,DELIVERED,0,449.982,27.9259,0,1,20,500
25,8,NB-IoT,572.073,6.00262,DELIVERED,0,355.609,14.2396,0,1,20,500
25,9,NB-IoT,580.996,15.9982,DELIVERED,0,352.494,22.754,0,1,20,500
25,10,NB-IoT,595.176,8.00534,DELIVERED,0,439.764,31.9322,0,1,20,500
25,11,NB-IoT,604.887,2.00382,DELIVERED,0,403.331,17.7586,0,1,20,500
25,12,NB-IoT,380.521,9.00206,DELIVERED,0,77.2819,42.3709,1,1,20,500
25,13,NB-IoT,524.265,40.9993,DELIVERED,0,274.898,20.9821,0,1,20,500
25,14,NB-IoT,554.382,12.9958,DELIVERED,0,350.073,24.228,0,1,20,500
25,15,NB-IoT,629.789,16.9994,DELIVERED,0,458.684,26.9001,0,1,20,500
25,16,NB-IoT,613.261,33.9986,DELIVERED,0,448.892,16.2805,0,1,20,500
25,17,NB-IoT,589.429,18.0042,DELIVERED,0,396.644,5.95502,0,1,20,500
25,18,NB-IoT,558.074,23.9854,DELIVERED,0,390.111,12.9437,0,1,20,500
25,19,NB-IoT,589.934,7.00834,DELIVERED,0,392.9,19.9558,0,1,20,500
25,20,NB-IoT,591.842,15.9999,DELIVERED,0,421.263,9.92937,0,1,20,500
25,21,NB-IoT,627.016,15.003,DELIVERED,0,450.023,27.0572,0,1,20,500
25,22,NB-IoT,551.245,24.0088,DELIVERED,0,364.867,15.6603,0,1,20,500
25,23,NB-IoT,534.051,1.99048,DELIVERED,0,283.577,23.7269,0,1,20,500
30,4,NB-IoT,447.78,12,DELIVERED,0,173.669,38.8004,1,1,20,500
30,5,NB-IoT,609.999,1.00258,DELIVERED,0,449.999,17.893,0,1,20,500
30,6,NB-IoT,618.012,14.9988,DELIVERED,0,450.018,22.6171,0,1,20,500
30,7,NB-IoT,621.987,3.99842,DELIVERED,0,449.98,22.1061,0,1,20,500
30,8,NB-IoT,552.067,20.006,DELIVERED,0,355.6,19.7429,0,1,20,500
30,9,NB-IoT,558.008,22.9885,DELIVERED,0,352.511,28.8715,0,1,20,500
30,10,NB-IoT,626.176,31,DELIVERED,0,439.764,10.9769,0,1,20,500
30,11,NB-IoT,609.885,4.99722,DELIVERED,0,403.327,15.0088,0,1,20,500
30,12,NB-IoT,393.514,12.9926,DELIVERED,0,77.2708,50.1556,1,1,20,500
30,13,NB-IoT,497.257,27.008,DELIVERED,0,274.886,19.9098,1,1,20,500
30,14,NB-IoT,529.38,25.002,DELIVERED,0,350.07,21.5704,0,1,20,500
30,15,NB-IoT,622.784,7.00492,DELIVERED,0,458.676,13.0133,0,1,20,500
30,16,NB-IoT,603.255,10.0063,DELIVERED,0,448.882,25.6397,0,1,20,500
30,17,NB-IoT,608.422,18.9927,DELIVERED,0,396.633,7.02536,0,1,20,500
30,18,NB-IoT,568.077,10.0032,DELIVERED,0,390.116,24.6607,0,1,20,500
30,19,NB-IoT,557.927,32.0065,DELIVERED,0,392.891,19.797,0,1,20,500
30,20,NB-IoT,593.848,2.00608,DELIVERED,0,421.272,13.5718,0,1,20,500
30,21,NB-IoT,604.016,23,DELIVERED,0,450.023,12.5051,0,1,20,500
30,22,NB-IoT,581.251,30.006,DELIVERED,0,364.876,18.7601,0,1,20,500
30,23,NB-IoT,513.064,20.9876,DELIVERED,0,283.595,23.8949,0,1,20,500
35,4,NB-IoT,431.771,16.0083,DELIVERED,0,173.657,29.7862,1,1,20,500
35,5,NB-IoT,628.003,18.0042,DELIVERED,0,450.005,2.79119,0,1,20,500
35,6,NB-IoT,636.015,18.003,DELIVERED,0,450.022,11.5209,0,1,20,500
35,7,NB-IoT,626.988,5.00087,DELIVERED,0,449.981,14.1207,0,1,20,500
35,8,NB-IoT,586.067,34,DELIVERED,0,355.6,6.06468,0,1,20,500
35,9,NB-IoT,543.008,14.9998,DELIVERED,0,352.512,12.6348,0,1,20,500
35,10,NB-IoT,599.18,26.9956,DELIVERED,0,439.77,4.68003,0,1,20,500
35,11,NB-IoT,585.882,24.0026,DELIVERED,0,403.323,22.6729,0,1,20,500
35,12,NB-IoT,373.522,19.9916,DELIVERED,0,77.2834,45.7527,1,1,20,500
35,13,NB-IoT,491.253,6.0042,DELIVERED,0,274.88,25.7831,1,1,20,500
35,14,NB-IoT,542.373,12.9929,DELIVERED,0,350.059,14.5643,0,1,20,500
35,15,NB-IoT,612.79,9.99426,DELIVERED,0,458.685,4.76769,0,1,20,500
35,16,NB-IoT,630.256,27.0012,DELIVERED,0,448.884,9.90117,0,1,20,500
35,17,NB-IoT,587.422,21,DELIVERED,0,396.633,13.1328,0,1,20,500
35,18,NB-IoT,597.091,29.0142,DELIVERED,0,390.137,13.4569,0,1,20,500
35,19,NB-IoT,579.916,21.9893,DELIVERED,0,392.874,15.1364,0,1,20,500
35,20,NB-IoT,614.852,21.0034,DELIVERED,0,421.277,22.51,0,1,20,500
35,21,NB-IoT,645.016,41.0002,DELIVERED,0,450.024,15.7164,0,1,20,500
35,22,NB-IoT,544.25,37.0004,DELIVERED,0,364.875,19.3258,0,1,20,500
35,23,NB-IoT,483.057,30.007,DELIVERED,0,283.585,17.3585,1,1,20,500
40,4,NB-IoT,421.77,10.001,DELIVERED,0,173.655,30.1418,1,1,20,500
40,5,NB-IoT,619.001,9.00269,DELIVERED,0,450.001,15.7395,0,1,20,500
40,6,NB-IoT,638.013,1.99858,DELIVERED,0,450.02,29.6412,0,1,20,500
40,7,NB-IoT,619.985,7.0027,DELIVERED,0,449.977,8.71236,0,1,20,500
40,8,NB-IoT,578.056,8.01049,DELIVERED,0,355.584,24.2518,0,1,20,500
40,9,NB-IoT,572.008,29,DELIVERED,0,352.512,13.7623,0,1,20,500
40,10,NB-IoT,624.182,25.0016,DELIVERED,0,439.773,17.6709,0,1,20,500
40,11,NB-IoT,612.886,27.0043,DELIVERED,0,403.329,22.2442,0,1,20,500
40,12,NB-IoT,394.52,20.9977,DELIVERED,0,77.2799,45.1001,1,1,20,500
40,13,NB-IoT,484.265,6.98841,DELIVERED,0,274.897,32.4024,1,1,20,500
40,14,NB-IoT,577.368,34.9954,DELIVERED,0,350.052,12.193,0,1,20,500
40,15,NB-IoT,642.792,30.0019,DELIVERED,0,458.688,26.6615,0,1,20,500
40,16,NB-IoT,604.251,26.0048,DELIVERED,0,448.877,4.24331,0,1,20,500
40,17,NB-IoT,588.431,1.00951,DELIVERED,0,396.647,15.7597,0,1,20,500
40,18,NB-IoT,573.094,23.9968,DELIVERED,0,390.142,18.8454,0,1,20,500
40,19,NB-IoT,584.927,5.01046,DELIVERED,0,392.89,18.1418,0,1,20,500
40,20,NB-IoT,606.855,7.99661,DELIVERED,0,421.282,15.0539,0,1,20,500
40,21,NB-IoT,625.013,20.0032,DELIVERED,0,450.019,17.9216,0,1,20,500
40,22,NB-IoT,590.247,45.9965,DELIVERED,0,364.87,18.9253,0,1,20,500
40,23,NB-IoT,493.056,9.99892,DELIVERED,0,283.583,15.0288,1,1,20,500
45,4,NB-IoT,438.766,16.9952,DELIVERED,0,173.648,19.1629,1,1,20,500
45,5,NB-IoT,601.004,17.9963,DELIVERED,0,450.007,19.0632,0,1,20,500
