time,node,species,actual_x,actual_y,actual_z,est_x,est_y,est_z,error_m,temp_c,do_mgl,ph,toa_h1,toa_h2,toa_h3,toa_h4
15,31,Tilapia,379.052,-163.785,-1.53991,379.104,-163.776,0,0.0529127,22.1937,5.99555,7.99427,0.584747,0.19656,0.687648,0.411939
15,32,Tilapia,-345.791,287.946,-1.47168,-345.828,287.911,0,0.0507817,22.1531,5.87686,8.00613,0.496845,0.723638,0.128501,0.541413
15,33,Tilapia,156.813,398.683,-1.56474,156.726,398.738,0,0.103047,21.9757,5.90118,7.9864,0.695572,0.598757,0.406004,0.198492
15,34,Tilapia,263.889,362.957,-1.65994,263.906,362.898,0,0.0616301,22.2643,5.85545,7.99688,0.721243,0.556048,0.479541,0.136926
15,35,Tilapia,-380.804,-104.753,-0.50143,-380.811,-104.781,0,0.0291018,22.0716,5.84374,7.99424,0.234706,0.599778,0.372708,0.665984
15,36,Tilapia,275.404,-0.157533,-0.995352,275.392,-0.112555,0,0.0466369,22.2485,5.81925,8.00938,0.569083,0.321744,0.569143,0.321905
15,37,Tilapia,184.07,-163.124,-1.84691,184.005,-163.064,0,0.088445,22.0456,5.83566,8.00648,0.463958,0.26084,0.587938,0.445562
15,38,Tilapia,79.4291,101.822,-0.764645,79.4148,101.821,0,0.014451,22.0275,5.65142,7.98406,0.509835,0.443199,0.422488,0.338994
15,39,Tilapia,121.652,403.997,-0.484506,121.654,404.001,0,0.00387803,21.9338,5.66551,8.00234,0.685158,0.610028,0.38239,0.221072
15,40,Tilapia,335.681,92.2048,-0.756783,335.67,92.2341,0,0.0313823,22.0203,5.82918,8.00345,0.636415,0.369486,0.575605,0.250362
15,41,Tilapia,258.238,62.4439,-0.416566,258.178,62.4402,0,0.0608841,22.4079,5.78505,8.01477,0.582785,0.364835,0.538266,0.288294
15,42,Tilapia,-262.898,-386.908,-1.67666,-262.894,-386.962,0,0.0542213,22.1379,5.86081,8.00205,0.131645,0.477141,0.571773,0.732955
15,43,Tilapia,291.019,343.203,-0.900932,291.028,343.146,0,0.0574508,22.0949,5.73947,7.99206,0.723669,0.53931,0.499159,0.127734
15,44,Tilapia,-187.557,-238.211,-1.25056,-187.577,-238.177,0,0.0392363,22.1181,5.78845,7.99693,0.224863,0.447931,0.491046,0.62545
15,45,Tilapia,-12.1918,-373.241,-1.31896,-12.1568,-373.195,0,0.0579617,22.3572,5.82674,8.00296,0.296409,0.312359,0.621596,0.629483
15,46,Tilapia,43.0136,144.75,-0.433052,42.8798,144.786,0,0.138411,22.2715,5.72834,8.00069,0.515022,0.480521,0.386499,0.339293
15,47,Tilapia,-414.249,-187.823,-1.88074,-414.248,-187.834,0,0.0105394,22.2342,5.59329,7.99724,0.176405,0.602143,0.425926,0.716044
15,48,Tilapia,-439.488,59.757,-1.32689,-439.346,59.7218,0,0.146439,22.0064,5.76555,7.99613,0.339952,0.68342,0.260339,0.647556
15,49,Tilapia,-176.208,294.987,-0.347703,-176.189,294.876,0,0.112801,22.128,5.87114,8.01011,0.529071,0.648819,0.209827,0.430032
15,50,Tilapia,134.265,-429.508,-1.21646,134.198,-429.467,0,0.0785509,22.0836,5.86341,7.99937,0.389709,0.210986,0.703894,0.622956
15,51,Tilapia,182.538,409.654,-1.96605,182.494,409.799,0,0.15113,22.0432,5.63896,7.99862,0.711574,0.600232,0.422466,0.180349
15,52,Tilapia,368.689,-134.915,-0.467461,368.563,-134.947,0,0.130201,22.0965,5.9459,7.99928,0.584724,0.21693,0.670715,0.393717
15,53,Tilapia,-195.637,-405.193,-2.26513,-195.658,-405.208,0,0.0254348,22.157,5.5757,7.99097,0.172199,0.431546,0.594918,0.714317
20,4,Tilapia,-149.722,-88.0281,-0.931233,-149.686,-87.9707,0,0.0680146,22.1097,5.75463,7.99987,0.313593,0.466999,0.41075,0.537098
20,5,Tilapia,413.654,177.163,-1.06116,413.565,176.986,0,0.198685,22.2885,5.51991,7.98498,0.711453,0.418708,0.603812,0.183624
20,6,Tilapia,-363.467,265.325,-0.801584,-363.41,265.318,0,0.0577016,22.0147,5.7167,8.00352,0.480405,0.722201,0.136034,0.556101
20,7,Tilapia,258.998,-368.005,-0.996137,259.017,-368.023,0,0.0259205,22.1692,5.94302,7.98997,0.475815,0.138549,0.721689,0.559991
20,8,Tilapia,-89.8332,-344.059,-1.29525,-89.8374,-344.171,0,0.112214,22.1383,5.80233,8.01077,0.250255,0.366748,0.581362,0.640161
20,9,Tilapia,-169.335,309.127,-0.721708,-169.3,309.111,0,0.0392116,21.968,5.66855,8.00137,0.539587,0.653166,0.209413,0.423427
20,10,Tilapia,-438.7,-30.9272,-1.46556,-438.688,-30.862,0,0.0662746,22.335,5.7551,8.00842,0.279529,0.65505,0.320667,0.673629
20,11,Tilapia,37.188,401.619,-0.704357,37.1654,401.545,0,0.0779389,22.0636,5.87376,8.0166,0.65404,0.630892,0.326382,0.277123
20,12,Tilapia,62.0664,46.0623,-0.947276,62.0343,45.9858,0,0.0829253,22.1315,5.76284,8.00584,0.475237,0.419825,0.434849,0.37338
20,13,Tilapia,-173.544,213.167,-1.55502,-173.467,213.097,0,0.103742,22.1216,5.75674,7.99719,0.478956,0.60675,0.242737,0.444643
20,14,Tilapia,-163.672,-309.42,-1.12571,-163.653,-309.377,0,0.0478707,22.1933,5.83169,7.98926,0.212669,0.41964,0.540961,0.650982
20,15,Tilapia,-332.06,-316.428,-0.720895,-332.12,-316.258,0,0.180462,22.1677,5.85924,8.01094,0.118867,0.528999,0.516865,0.729964
20,16,Tilapia,181.977,-410.343,-1.98382,181.928,-410.282,0,0.0784404,22.1961,5.80981,8.00748,0.42213,0.180679,0.711635,0.600736
20,17,Tilapia,312.839,243.896,-1.23849,312.881,243.953,0,0.0709405,22.0011,5.86122,7.99469,0.687559,0.471599,0.526828,0.165042
20,18,Tilapia,-253.183,296.762,-2.05634,-253.169,296.769,0,0.0160492,22.0543,5.90973,7.99366,0.514846,0.683772,0.16628,0.479803
20,19,Tilapia,-190.896,-343.349,-0.817377,-190.928,-343.349,0,0.0320318,22.1427,5.84044,7.99691,0.186767,0.433187,0.556425,0.679859
20,20,Tilapia,-418.524,48.0852,-0.898996,-418.476,48.0278,0,0.07508,22.0953,5.89363,7.99353,0.332704,0.667445,0.268824,0.638018
20,21,Tilapia,-196.73,-404.718,-1.92018,-196.683,-404.723,0,0.0469554,22.1712,5.72424,8.00426,0.171562,0.432172,0.594301,0.714565
20,22,Tilapia,347.967,109.758,-1.64382,347.967,109.762,0,0.00371403,21.9538,5.88791,8.00138,0.649814,0.379294,0.578271,0.236825
20,23,Tilapia,158.115,235.323,-0.907612,158.081,235.3,0,0.0407308,22.0386,5.72729,7.99686,0.610849,0.496638,0.429964,0.241644
20,24,Tilapia,-125.093,444.846,-0.640219,-125.132,445.179,0,0.33546,22.1921,5.79226,8.00199,0.634812,0.709132,0.216489,0.383449
20,25,Tilapia,117.097,-287.064,-0.41292,117.093,-287.113,0,0.0492336,22.0886,5.85421,8.00704,0.393358,0.247093,0.620026,0.539208
20,26,Tilapia,77.9212,-182.849,-0.97916,78.0317,-182.756,0,0.144529,22.0944,5.76744,8.01082,0.394545,0.305299,0.549337,0.489412
20,27,Tilapia,-75.7584,9.44035,-0.979839,-75.7588,9.43924,0,0.00117737,22.1345,5.9006,8.00799,0.395084,0.465484,0.385382,0.457361
20,28,Tilapia,-297.611,167.886,-0.793368,-297.585,167.997,0,0.114897,22.2277,5.7435,8.00699,0.424332,0.646583,0.213678,0.532689
20,29,Tilapia,-389.467,225.457,-0.396024,-389.535,225.395,0,0.0918221,22.1683,5.79969,7.98646,0.452053,0.718343,0.155065,0.579339
20,30,Tilapia,-170.997,-316.214,-1.20649,-171.007,-316.14,0,0.0750688,22.1413,5.79596,7.99654,0.206339,0.423555,0.543612,0.657522
20,31,Tilapia,379.051,-163.785,-1.56265,378.953,-163.808,0,0.100974,22.2679,5.70424,8.00169,0.584643,0.196608,0.687707,0.411904
20,32,Tilapia,-345.791,287.946,-1.49758,-345.831,287.963,0,0.0434852,22.1139,5.75637,7.99043,0.496906,0.723544,0.128458,0.541535
20,33,Tilapia,156.831,398.675,-1.68427,156.715,398.708,0,0.120783,22.1876,5.82882,7.99743,0.695519,0.598613,0.405909,0.19851
20,34,Tilapia,263.872,362.957,-1.67617,263.894,362.951,0,0.0220012,22.0131,5.77285,8.00816,0.721252,0.555986,0.479448,0.136941
20,35,Tilapia,-380.811,-104.756,-0.574907,-380.739,-104.81,0,0.0900178,22.0532,5.79835,8.00963,0.234751,0.59975,0.372768,0.666042
20,36,Tilapia,275.406,-0.158171,-1.04461,275.546,-0.206995,0,0.148317,21.9599,5.74165,8.00469,0.56908,0.321583,0.569191,0.321879
20,37,Tilapia,184.076,-163.107,-1.85459,184.084,-163.061,0,0.0469991,22.1686,5.79482,8.00991,0.464015,0.26082,0.587995,0.445538
20,38,Tilapia,79.4427,101.806,-0.923444,79.4976,101.848,0,0.0687488,22.2351,5.72119,7.99377,0.509843,0.443121,0.422464,0.338913
20,39,Tilapia,121.651,403.985,-0.558486,121.672,404.089,0,0.106162,22.2256,5.81687,8.00636,0.68518,0.609998,0.382337,0.221039
20,40,Tilapia,335.681,92.2048,-0.817713,335.732,92.2108,0,0.0513086,21.9291,5.68181,8.02274,0.636433,0.369361,0.575489,0.25043
20,41,Tilapia,258.233,62.449,-0.49405,258.219,62.4253,0,0.0276421,22.0993,5.74648,7.99169,0.582771,0.364759,0.538225,0.288281
20,42,Tilapia,-262.893,-386.904,-1.69249,-262.874,-386.773,0,0.132367,22.0387,5.84117,7.99256,0.131734,0.47716,0.571669,0.732914
20,43,Tilapia,290.999,343.188,-1.05301,290.885,343.153,0,0.118972,22.137,5.8532,8.01413,0.723567,0.539406,0.499123,0.127725
20,44,Tilapia,-187.54,-238.212,-1.28693,-187.537,-238.064,0,0.147282,22.1199,5.67445,7.98938,0.224917,0.447907,0.490962,0.625374
20,45,Tilapia,-12.1828,-373.251,-1.3525,-12.1739,-373.113,0,0.138037,22.1209,5.81855,8.0079,0.296425,0.312399,0.621564,0.629455
20,46,Tilapia,43.0136,144.75,-0.509848,42.9881,144.842,0,0.0954063,21.9917,6.00186,7.99242,0.515036,0.480451,0.38648,0.339151
20,47,Tilapia,-414.26,-187.835,-1.88683,-414.343,-187.804,0,0.0882952,22.0294,5.98664,7.99769,0.176409,0.602213,0.425902,0.716066
20,48,Tilapia,-439.497,59.7511,-1.4575,-439.54,59.7173,0,0.0552383,22.1031,5.87417,8.00756,0.339895,0.683508,0.260298,0.647597
20,49,Tilapia,-176.221,295.006,-0.429003,-176.227,294.967,0,0.0398565,22.0413,5.70003,8.0119,0.529116,0.648884,0.209775,0.430035
20,50,Tilapia,134.265,-429.508,-1.25486,134.286,-429.611,0,0.104611,22.2331,5.82228,8.01555,0.389748,0.210916,0.704018,0.622987
20,51,Tilapia,182.53,409.661,-1.96795,182.568,409.513,0,0.152817,22.0525,5.77325,8.00846,0.711508,0.60022,0.422664,0.180336
20,52,Tilapia,368.7,-134.928,-0.542376,368.704,-135.012,0,0.0839054,22.0062,5.78923,7.99142,0.584818,0.216915,0.670913,0.393729
20,53,Tilapia,-195.591,-405.213,-2.3461,-195.629,-405.236,0,0.0444695,21.9132,5.83267,7.987,0.172224,0.431495,0.594888,0.714408
25,4,Tilapia,-149.736,-88.0754,-0.983715,-149.78,-88.0213,0,0.0701664,22.2394,5.906,7.99295,0.313541,0.467037,0.410752,0.537198
25,5,Tilapia,413.662,177.162,-1.10701,413.707,177.116,0,0.0648399,22.1253,5.79785,8.00536,0.711585,0.418777,0.603855,0.183541
25,6,Tilapia,-363.46,265.337,-0.860099,-363.4,265.382,0,0.0749992,21.9815,5.68865,8.01928,0.480447,0.722191,0.135988,0.556109
25,7,Tilapia,258.985,-368.001,-1.04536,259.006,-368,0,0.0207893,22.2358,5.85738,7.98502,0.475813,0.138562,0.721668,0.559987
25,8,Tilapia,-89.8475,-344.051,-1.4282,-89.8203,-343.987,0,0.0690508,22.0561,5.66237,8.00442,0.250353,0.36678,0.581252,0.640169
25,9,Tilapia,-169.331,309.149,-0.783966,-169.304,309.209,0,0.0657862,22.2258,5.73555,7.98874,0.539639,0.653126,0.209341,0.423457
25,10,Tilapia,-438.708,-30.9355,-1.49177,-438.76,-30.9914,0,0.0759855,22.1738,5.70609,8.0072,0.279436,0.655025,0.320734,0.673734
25,11,Tilapia,37.185,401.625,-0.767609,37.206,401.824,0,0.200997,21.9039,5.81161,7.98847,0.654151,0.630956,0.326312,0.277023
25,12,Tilapia,62.0852,46.0659,-0.998529,62.1104,46.0235,0,0.0493062,22.1172,5.73437,7.9825,0.475329,0.419785,0.434843,0.373424
25,13,Tilapia,-173.528,213.179,-1.67491,-173.447,213.089,0,0.120702,22.117,5.7607,7.98067,0.478976,0.606859,0.242816,0.444582
25,14,Tilapia,-163.652,-309.424,-1.16891,-163.727,-309.429,0,0.0750232,22.0863,5.67538,7.99105,0.212595,0.419725,0.541042,0.650925
25,15,Tilapia,-332.064,-316.42,-0.783626,-332.068,-316.318,0,0.101517,21.9909,5.82176,8.01119,0.118862,0.52894,0.516894,0.73
25,16,Tilapia,181.981,-410.344,-1.98487,181.942,-410.353,0,0.0395745,22.0206,5.84263,7.97163,0.422143,0.18069,0.711748,0.600733
25,17,Tilapia,312.837,243.889,-1.27589,312.758,243.851,0,0.0879624,22.1126,5.70743,8.00501,0.687433,0.471607,0.526838,0.165083
25,18,Tilapia,-253.189,296.752,-2.15132,-253.105,296.838,0,0.121018,22.0644,5.98569,8.00068,0.514927,0.683834,0.166321,0.479757
25,19,Tilapia,-190.911,-343.359,-0.875105,-190.921,-343.239,0,0.121177,22.2163,5.65257,7.9935,0.186816,0.433135,0.556269,0.679949
25,20,Tilapia,-418.53,48.0887,-0.952866,-418.651,48.0403,0,0.130211,22.1097,5.7372,7.99397,0.332665,0.667494,0.26876,0.638096
25,21,Tilapia,-196.744,-404.707,-1.92817,-196.718,-404.778,0,0.076015,22.2168,5.69965,8.00874,0.171555,0.432224,0.594366,0.714612
25,22,Tilapia,347.973,109.749,-1.66138,347.994,109.779,0,0.0370036,22.0196,5.83445,7.97365,0.649813,0.379284,0.578267,0.236783
25,23,Tilapia,158.097,235.342,-1.05924,158.176,235.246,0,0.124325,22.1981,5.90903,7.9901,0.610809,0.496613,0.430055,0.24151
25,24,Tilapia,-125.107,444.849,-0.707294,-125.141,444.798,0,0.0610658,21.9708,5.74901,7.9986,0.634661,0.709177,0.216637,0.383469
25,25,Tilapia,117.1,-287.059,-0.490822,117.085,-287.025,0,0.037486,22.1477,5.87862,7.99276,0.393352,0.247109,0.619966,0.539133
25,26,Tilapia,77.9212,-182.849,-1.02919,77.9208,-182.789,0,0.0595777,21.9381,5.86795,7.97814,0.394448,0.305382,0.549386,0.489362
25,27,Tilapia,-75.7557,9.43576,-1.02975,-75.7503,9.39526,0,0.0408569,22.165,5.84091,8.00142,0.395027,0.465458,0.3854,0.457302
25,28,Tilapia,-297.632,167.871,-0.950176,-297.698,167.953,0,0.105445,22.0557,5.89486,7.99998,0.424298,0.646661,0.213691,0.532764
25,29,Tilapia,-389.506,225.45,-0.474493,-389.521,225.398,0,0.0541256,22.1169,5.79081,7.99352,0.452098,0.71831,0.155087,0.579426
25,30,Tilapia,-170.995,-316.202,-1.24551,-170.959,-316.163,0,0.0531641,22.2149,5.6695,8.01084,0.206331,0.423466,0.543574,0.657526
25,31,Tilapia,379.046,-163.782,-1.58429,378.942,-163.734,0,0.11508,22.2903,5.81765,7.99678,0.584707,0.196711,0.687722,0.411912
25,32,Tilapia,-345.804,287.939,-1.5222,-345.891,287.939,0,0.0871085,22.0105,5.74322,8.01372,0.496876,0.723685,0.128477,0.54148
25,33,Tilapia,156.812,398.658,-1.79808,156.839,398.576,0,0.0858635,22.134,5.83874,8.0017,0.695489,0.598638,0.406078,0.198379
25,34,Tilapia,263.879,362.949,-1.6922,263.857,362.897,0,0.0567423,22.1479,5.94864,8.00113,0.721216,0.555975,0.479444,0.136981
25,35,Tilapia,-380.807,-104.759,-0.644934,-380.822,-104.713,0,0.0476503,22.1326,5.81851,8.01827,0.234791,0.599838,0.3727,0.666013
25,36,Tilapia,275.406,-0.145267,-1.09128,275.321,-0.0901117,0,0.101551,22.1713,5.64178,7.98809,0.569041,0.321759,0.569073,0.321906
25,37,Tilapia,184.059,-163.124,-1.8618,184.033,-163.111,0,0.0292039,22.0837,5.70978,7.99759,0.463974,0.26085,0.588055,0.445545
25,38,Tilapia,79.4274,101.789,-1.07403,79.4259,101.801,0,0.0120138,22.1016,5.66157,7.98243,0.509847,0.443183,0.422503,0.339027
25,39,Tilapia,121.647,404.001,-0.629263,121.675,403.99,0,0.0299991,22.0194,5.74846,7.98818,0.685119,0.610032,0.382395,0.220995
25,40,Tilapia,335.687,92.1947,-0.875812,335.619,92.1928,0,0.0683136,21.9319,5.8238,7.99922,0.636399,0.369477,0.575585,0.250439
25,41,Tilapia,258.247,62.4462,-0.567741,258.226,62.397,0,0.053201,22.2285,5.77611,7.98522,0.582794,0.36479,0.538298,0.28831
25,42,Tilapia,-262.896,-386.895,-1.70752,-262.868,-386.933,0,0.0474259,22.1496,5.93596,8.01363,0.131664,0.477112,0.571742,0.732941
25,43,Tilapia,291.009,343.2,-1.19769,290.976,343.222,0,0.0405219,22.0528,5.91828,7.98407,0.723679,0.539372,0.499121,0.127728
25,44,Tilapia,-187.558,-238.209,-1.32161,-187.531,-238.16,0,0.0565247,22.0872,5.90174,8.01097,0.224915,0.447885,0.49102,0.625504
25,45,Tilapia,-12.1805,-373.252,-1.38409,-12.2599,-373.194,0,0.09851,21.9126,5.93338,8.00267,0.296339,0.312413,0.621539,0.629535
25,46,Tilapia,43.0162,144.756,-0.583129,43.0127,144.747,0,0.00922321,22.1467,5.73207,7.99922,0.515017,0.480504,0.386623,0.339127
25,47,Tilapia,-414.248,-187.826,-1.89244,-414.108,-187.858,0,0.143239,22.1202,5.7699,8.00871,0.176446,0.602043,0.425961,0.716086
25,48,Tilapia,-439.504,59.7478,-1.58174,-439.495,59.667,0,0.0813346,22.0541,5.64646,8.00995,0.339836,0.683482,0.260324,0.647517
25,49,Tilapia,-176.226,295.029,-0.506349,-176.272,295.006,0,0.0511237,21.9658,5.84313,8.00345,0.529118,0.648883,0.209713,0.430063
25,50,Tilapia,134.254,-429.51,-1.29138,134.248,-429.371,0,0.139096,22.0011,5.87079,8.00071,0.389794,0.210983,0.703839,0.622997
25,51,Tilapia,182.533,409.671,-1.96953,182.445,409.604,0,0.110419,22.1048,5.9306,8.00408,0.711435,0.600186,0.422478,0.180351
25,52,Tilapia,368.695,-134.944,-0.614167,368.644,-134.917,0,0.0571603,22.0816,5.86368,8.00609,0.584826,0.217022,0.670902,0.393676
25,53,Tilapia,-195.553,-405.205,-2.42103,-195.576,-405.158,0,0.0522557,22.0181,5.88542,8.00479,0.172258,0.43146,0.594848,0.714324
30,4,Tilapia,-149.736,-88.0754,-1.03352,-149.769,-88.209,0,0.13748,22.1937,5.80847,7.99156,0.313403,0.466883,0.410787,0.53727
30,5,Tilapia,413.656,177.17,-1.15082,413.681,177.188,0,0.0304884,22.1059,5.76528,7.98595,0.71161,0.418856,0.603865,0.183494
30,6,Tilapia,-363.45,265.325,-0.915774,-363.388,265.298,0,0.0686988,22.0029,5.7683,7.98563,0.480361,0.722111,0.13601,0.556086
30,7,Tilapia,258.999,-368.018,-1.09198,258.959,-368.12,0,0.109658,22.0315,5.79443,8.02023,0.475782,0.138579,0.721754,0.560055
30,8,Tilapia,-89.8462,-344.062,-1.55408,-89.8328,-344.062,0,0.0133353,21.9982,5.70173,8.00958,0.250298,0.366782,0.581322,0.640113
30,9,Tilapia,-169.355,309.146,-0.843264,-169.344,309.226,0,0.080596,22.1728,5.76425,8.00013,0.539617,0.653182,0.209309,0.423424
30,10,Tilapia,-438.715,-30.9305,-1.51663,-438.73,-30.96,0,0.0330209,22.1423,5.52692,7.99032,0.279441,0.655,0.320697,0.673687
30,11,Tilapia,37.1844,401.62,-0.828162,37.1704,401.487,0,0.133439,21.8644,5.93348,7.99701,0.654022,0.63093,0.326433,0.27711
30,12,Tilapia,62.0873,46.0674,-1.04768,62.158,45.9861,0,0.107832,22.1909,5.8263,7.99813,0.475277,0.419724,0.434863,0.373331
30,13,Tilapia,-173.535,213.157,-1.78872,-173.573,213.213,0,0.0680288,22.0976,5.71077,7.99984,0.478992,0.606764,0.242589,0.444731
30,14,Tilapia,-163.655,-309.418,-1.20918,-163.698,-309.238,0,0.185088,22.1524,5.91909,8.00414,0.212717,0.419778,0.54097,0.650872
30,15,Tilapia,-332.07,-316.417,-0.843275,-332.119,-316.356,0,0.0772732,22.1922,5.76724,7.98933,0.118805,0.528978,0.516922,0.729989
30,16,Tilapia,181.974,-410.337,-1.98584,182,-410.239,0,0.101986,22.0581,5.67059,8.00008,0.422225,0.180686,0.711702,0.600725
30,17,Tilapia,312.836,243.902,-1.31116,312.855,243.881,0,0.0280529,22.1286,5.85174,7.99625,0.687486,0.471509,0.526774,0.165072
30,18,Tilapia,-253.18,296.741,-2.24204,-253.174,296.689,0,0.0526375,22.2845,5.68816,7.98889,0.514782,0.683848,0.166338,0.479729
30,19,Tilapia,-190.917,-343.373,-0.929837,-190.889,-343.444,0,0.0768069,21.9894,5.82449,7.99056,0.186772,0.433125,0.556456,0.67995
30,20,Tilapia,-418.539,48.0962,-1.00427,-418.481,48.1066,0,0.0589088,21.9818,5.94002,7.99862,0.332762,0.66745,0.268764,0.638033
30,21,Tilapia,-196.756,-404.701,-1.93667,-196.743,-404.671,0,0.0326002,22.1815,5.83595,8.02066,0.171517,0.432199,0.594239,0.71456
30,22,Tilapia,347.988,109.731,-1.67806,347.95,109.709,0,0.0442706,21.9782,5.79322,7.99014,0.649844,0.379342,0.578368,0.236906
30,23,Tilapia,158.108,235.357,-1.2031,158.112,235.569,0,0.212332,22.0875,5.84322,7.9773,0.610972,0.49661,0.429763,0.241585
30,24,Tilapia,-125.106,444.846,-0.770913,-125.095,444.761,0,0.0859329,22.1656,5.72037,7.98934,0.63466,0.709133,0.216673,0.383458
30,25,Tilapia,117.108,-287.068,-0.564853,117.22,-286.967,0,0.149933,22.1798,5.86548,7.99988,0.393468,0.24702,0.619907,0.539166
30,26,Tilapia,77.9311,-182.833,-1.07655,77.937,-182.842,0,0.0105932,22.0315,5.82336,7.99334,0.394491,0.305378,0.549428,0.489471
30,27,Tilapia,-75.7517,9.4529,-1.0771,-75.726,9.56914,0,0.119042,22.129,5.6237,8.00207,0.395123,0.465465,0.385275,0.457262
30,28,Tilapia,-297.63,167.873,-1.09998,-297.695,167.817,0,0.0855754,22.067,5.83115,7.98751,0.424196,0.646631,0.213774,0.532745
30,29,Tilapia,-389.513,225.427,-0.54889,-389.512,225.459,0,0.0322765,22.3076,5.87612,8.003,0.452139,0.718383,0.155065,0.579368
30,30,Tilapia,-170.995,-316.202,-1.28248,-171.034,-316.245,0,0.0584074,22.0736,5.66736,8.01173,0.206229,0.423513,0.543634,0.657492
30,31,Tilapia,379.039,-163.779,-1.60476,379.034,-163.798,0,0.019446,22.1781,5.78167,7.9873,0.584764,0.19662,0.687674,0.412032
30,32,Tilapia,-345.809,287.926,-1.54561,-345.934,287.939,0,0.125691,22.1814,5.91139,7.98734,0.496812,0.723548,0.128375,0.541514
30,33,Tilapia,156.832,398.64,-1.9063,156.858,398.633,0,0.0267444,22.1893,5.78081,7.98463,0.695504,0.598558,0.40601,0.198372
30,34,Tilapia,263.899,362.94,-1.70687,263.929,362.832,0,0.111985,21.9516,5.94046,8.00768,0.721268,0.555933,0.479518,0.137025
30,35,Tilapia,-380.816,-104.761,-0.711163,-380.64,-104.779,0,0.177275,22.175,5.60791,8.00142,0.234784,0.599683,0.372748,0.665992
30,36,Tilapia,275.395,-0.15337,-1.13593,275.4,-0.112492,0,0.0411549,22.3182,5.84194,8.00149,0.569081,0.321731,0.569133,0.321902
30,37,Tilapia,184.072,-163.126,-1.86888,184.119,-163.074,0,0.0699102,22.2466,5.84629,7.98935,0.463991,0.260779,0.588024,0.445463
30,38,Tilapia,79.4274,101.789,-1.21743,79.4563,101.866,0,0.081868,21.8955,5.85674,8.01134,0.509876,0.44316,0.42245,0.338992
30,39,Tilapia,121.653,403.998,-0.696161,121.66,404.048,0,0.0502601,22.222,5.96052,8.01288,0.685138,0.609904,0.382284,0.221059
30,40,Tilapia,335.688,92.1868,-0.931031,335.671,92.1627,0,0.0290487,22.2655,5.62914,8.00481,0.636383,0.369391,0.575552,0.250433
30,41,Tilapia,258.24,62.4559,-0.637792,258.264,62.5444,0,0.0915706,22.1362,5.69971,7.99915,0.58288,0.36482,0.538189,0.28827
30,42,Tilapia,-262.901,-386.899,-1.72188,-263.003,-386.895,0,0.102117,22.1654,5.81096,7.97614,0.131575,0.477218,0.571721,0.732921
30,43,Tilapia,291.004,343.212,-1.3353,290.994,343.371,0,0.159535,22.111,5.74989,8.00137,0.723727,0.539367,0.499028,0.127657
30,44,Tilapia,-187.538,-238.186,-1.35446,-187.547,-238.068,0,0.118888,22.1524,5.77144,7.97826,0.224946,0.447924,0.49097,0.625453
30,45,Tilapia,-12.1724,-373.254,-1.41446,-12.1742,-373.135,0,0.11896,22.2673,5.89909,7.97894,0.296358,0.312338,0.621524,0.629393
30,46,Tilapia,43.0063,144.743,-0.652781,42.9516,144.785,0,0.0689295,22.1109,5.84576,7.99254,0.51502,0.480565,0.38659,0.339148
30,47,Tilapia,-414.253,-187.825,-1.8978,-414.289,-187.851,0,0.0441552,22.1211,5.89227,8.00519,0.176393,0.602132,0.425917,0.716123
30,48,Tilapia,-439.521,59.7479,-1.70034,-439.552,59.7255,0,0.0377519,22.112,5.90273,8.01243,0.339872,0.683541,0.260286,0.647524
30,49,Tilapia,-176.223,295.047,-0.579405,-176.164,294.955,0,0.108908,22.1124,5.876,7.99069,0.529169,0.64882,0.209833,0.430089
30,50,Tilapia,134.254,-429.51,-1.32611,134.243,-429.612,0,0.102951,22.1185,5.73308,8.00871,0.389728,0.210965,0.704043,0.622979
30,51,Tilapia,182.545,409.677,-1.97116,182.6,409.509,0,0.177637,22.1301,5.67219,7.99882,0.711533,0.600183,0.422673,0.180347
30,52,Tilapia,368.685,-134.933,-0.682241,368.6,-134.946,0,0.0864998,22.0791,5.85512,8.00294,0.58482,0.21701,0.670841,0.393768
30,53,Tilapia,-195.55,-405.227,-2.49083,-195.444,-405.21,0,0.107918,22.1105,5.87227,7.99542,0.172341,0.431378,0.594918,0.714288
35,4,Tilapia,-149.715,-88.0865,-1.0803,-149.671,-88.1157,0,0.0524486,22.0627,5.84434,7.98282,0.313535,0.466939,0.410839,0.537181
35,5,Tilapia,413.653,177.174,-1.19255,413.707,177.218,0,0.0687864,22.0745,5.78429,8.01043,0.711645,0.418846,0.603823,0.183506
35,6,Tilapia,-363.455,265.328,-0.968989,-363.397,265.316,0,0.0594815,22.0908,5.53375,8.01483,0.480368,0.722119,0.135992,0.556085
35,7,Tilapia,259.008,-368.034,-1.13639,259.036,-367.976,0,0.0643535,22.075,5.83521,8.01631,0.475893,0.13859,0.721665,0.560071
35,8,Tilapia,-89.8465,-344.07,-1.67362,-89.7955,-344.03,0,0.0648299,22.057,5.92956,8.00883,0.250333,0.366732,0.581259,0.640153
35,9,Tilapia,-169.352,309.157,-0.900639,-169.395,309.057,0,0.10941,22.1303,5.89962,8.01394,0.539537,0.653158,0.209368,0.423518
35,10,Tilapia,-438.711,-30.9249,-1.54031,-438.677,-30.8094,0,0.120527,22.1849,5.86184,8.00755,0.279553,0.65506,0.320626,0.673581
